Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,round,year,institute,type
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9296,9524,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2297,2530,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3520,3520,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Gender-Neutral,89235,114909,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OPEN,Female-only (including Supernumerary),125496,142540,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,30963,100279,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,OBC-NCL,Gender-Neutral,188131,403456,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,25060,28712,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),30273,30273,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,6303,7213,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),27010,27010,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",LA,OPEN,Gender-Neutral,349784,349784,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,44051,50645,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),46715,60733,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1855,1855,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,8192,8242,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),10224,10224,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,16241,16778,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20161,20874,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1086,1086,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6841,8019,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10263,10302,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2686,2981,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),3418,3418,1,2024,"National Institute of Technology, Srinagar",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,2,318,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),49,50,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OPEN (PwD),Gender-Neutral,115,115,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,1367,1767,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Female-only (including Supernumerary),1113,1113,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,115,179,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),126,155,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,186,299,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),17,17,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,266,302,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,29,348,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),240,240,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Female-only (including Supernumerary),23,23,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,51,73,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,131,160,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),116,116,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL (PwD),Gender-Neutral,87,87,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,16,50,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),84,84,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,41,41,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),39,39,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,7616,19178,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),9835,22088,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,11147,15100,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),14569,14569,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5252,5679,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6805,6830,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,451,451,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,3158,3808,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3664,3664,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2903,3686,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),917,917,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,7175,12706,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),6726,14884,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,689,689,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2259,2493,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2265,2265,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3343,5085,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6386,6386,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),576,576,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1710,2715,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3485,3485,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,815,1001,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,87,87,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,19131,30998,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),25975,30486,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15371,23941,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),26143,26143,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8538,10084,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10705,10735,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,449,449,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),685,685,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1597,4154,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1657,3234,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,249,249,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4149,5423,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1851,1851,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8522,15421,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),20469,27144,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,118,118,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2362,2678,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4548,4548,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,221,221,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3838,5580,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),7546,9960,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,70,70,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,810,2819,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1393,3524,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,339,602,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1432,1432,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1196,4178,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),3258,9721,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,331,331,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),366,366,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1094,3165,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),4052,4052,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,231,231,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,963,1501,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2267,2814,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,455,1189,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),493,804,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,69,69,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,350,605,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1657,1657,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,299,1019,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),1426,1945,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,5,5,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,124,144,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),323,323,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,173,351,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),426,939,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,19,19,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,24,199,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),160,467,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,45,77,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),115,115,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6688,9043,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),15587,17584,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,359,359,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8013,9952,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),8917,8917,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2109,2771,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),4609,5023,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1677,2077,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1736,2233,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,167,167,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1740,2748,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3464,3464,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3029,5244,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),3527,9861,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,251,251,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,721,851,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1425,1425,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1300,1914,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3194,3377,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),283,283,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,999,1198,1,2024,"National Institute of Technology, Tiruchirappalli",NIT
