year,round,type,institute,branch,quota,seat_type,gender,open_rank,close_rank,rank_gap,rank_mid
2021,1,0,48,189,0,6,0,2200.0,2200.0,0.0,2200.0
2021,1,0,48,189,0,8,1,663.0,900.0,237.0,781.5
2021,1,0,48,192,0,4,1,320.0,1210.0,890.0,765.0
2021,1,0,48,192,0,4,0,809.0,2553.0,1744.0,1681.0
2021,1,0,48,192,0,5,1,128.0,128.0,0.0,128.0
2021,1,0,48,192,0,0,1,422.0,553.0,131.0,487.5
2021,1,0,48,192,0,0,0,1357.0,1357.0,0.0,1357.0
2021,1,0,48,192,0,2,1,407.0,1628.0,1221.0,1017.5
2021,1,0,48,192,0,2,0,1570.0,3658.0,2088.0,2614.0
2021,1,0,48,192,0,6,1,286.0,853.0,567.0,569.5
2021,1,0,48,192,0,6,0,1383.0,1766.0,383.0,1574.5
2021,1,0,48,192,0,8,1,572.0,725.0,153.0,648.5
2021,1,0,48,192,0,8,0,825.0,825.0,0.0,825.0
2021,1,0,48,198,0,4,1,3490.0,4654.0,1164.0,4072.0
2021,1,0,48,198,0,4,0,8329.0,9497.0,1168.0,8913.0
2021,1,0,48,198,0,0,1,949.0,1072.0,123.0,1010.5
2021,1,0,48,198,0,0,0,2714.0,2714.0,0.0,2714.0
2021,1,0,48,198,0,2,1,2137.0,3099.0,962.0,2618.0
2021,1,0,48,198,0,2,0,6295.0,6598.0,303.0,6446.5
2021,1,0,48,198,0,6,1,1414.0,1630.0,216.0,1522.0
2021,1,0,48,198,0,6,0,2397.0,2397.0,0.0,2397.0
2021,1,0,48,252,0,4,1,157.0,1217.0,1060.0,687.0
2021,1,0,48,252,0,4,0,1476.0,3290.0,1814.0,2383.0
2021,1,0,48,252,0,5,1,20.0,47.0,27.0,33.5
2021,1,0,48,252,0,0,1,184.0,287.0,103.0,235.5
2021,1,0,48,252,0,0,0,538.0,1073.0,535.0,805.5
2021,1,0,48,252,0,2,1,329.0,755.0,426.0,542.0
2021,1,0,48,252,0,2,0,1076.0,2393.0,1317.0,1734.5
2021,1,0,48,252,0,3,1,40.0,46.0,6.0,43.0
2021,1,0,48,252,0,6,1,124.0,396.0,272.0,260.0
2021,1,0,48,252,0,6,0,990.0,1289.0,299.0,1139.5
2021,1,0,48,252,0,8,1,105.0,226.0,121.0,165.5
2021,1,0,48,252,0,8,0,667.0,713.0,46.0,690.0
2021,1,0,48,256,0,4,1,1273.0,1471.0,198.0,1372.0
2021,1,0,48,256,0,4,0,3722.0,4813.0,1091.0,4267.5
2021,1,0,48,256,0,0,1,330.0,333.0,3.0,331.5
2021,1,0,48,256,0,2,1,757.0,909.0,152.0,833.0
2021,1,0,48,256,0,2,0,2711.0,3591.0,880.0,3151.0
2021,1,0,48,256,0,6,1,425.0,449.0,24.0,437.0
2021,1,0,48,256,0,6,0,1518.0,1518.0,0.0,1518.0
2021,1,0,48,256,0,8,1,364.0,377.0,13.0,370.5
2021,1,0,48,263,0,4,1,3777.0,4066.0,289.0,3921.5
2021,1,0,48,263,0,4,0,8090.0,8090.0,0.0,8090.0
2021,1,0,48,263,0,0,1,802.0,875.0,73.0,838.5
2021,1,0,48,263,0,2,1,2145.0,2264.0,119.0,2204.5
2021,1,0,48,263,0,2,0,5733.0,5733.0,0.0,5733.0
2021,1,0,48,263,0,6,1,1337.0,1342.0,5.0,1339.5
2021,1,0,48,263,0,6,0,2330.0,2330.0,0.0,2330.0
2021,1,0,48,263,0,8,1,648.0,648.0,0.0,648.0
2021,1,0,48,266,0,4,1,2381.0,3766.0,1385.0,3073.5
2021,1,0,48,266,0,4,0,4882.0,7973.0,3091.0,6427.5
2021,1,0,48,266,0,5,1,144.0,144.0,0.0,144.0
2021,1,0,48,266,0,0,1,569.0,792.0,223.0,680.5
2021,1,0,48,266,0,0,0,1566.0,1906.0,340.0,1736.0
2021,1,0,48,266,0,2,1,948.0,1998.0,1050.0,1473.0
2021,1,0,48,266,0,2,0,3940.0,5007.0,1067.0,4473.5
2021,1,0,48,266,0,6,1,826.0,1222.0,396.0,1024.0
2021,1,0,48,266,0,6,0,1557.0,1749.0,192.0,1653.0
2021,1,0,48,266,0,8,1,284.0,591.0,307.0,437.5
2021,1,0,48,266,0,8,0,714.0,912.0,198.0,813.0
2021,1,0,61,70,0,4,1,8661.0,12989.0,4328.0,10825.0
2021,1,0,61,70,0,4,0,19770.0,20712.0,942.0,20241.0
2021,1,0,61,70,0,0,1,1894.0,2022.0,128.0,1958.0
2021,1,0,61,70,0,0,0,3974.0,3974.0,0.0,3974.0
2021,1,0,61,70,0,2,1,4397.0,5079.0,682.0,4738.0
2021,1,0,61,70,0,2,0,8967.0,8967.0,0.0,8967.0
2021,1,0,61,70,0,6,1,2254.0,2656.0,402.0,2455.0
2021,1,0,61,105,0,4,1,8862.0,10277.0,1415.0,9569.5
2021,1,0,61,105,0,4,0,17382.0,18350.0,968.0,17866.0
2021,1,0,61,105,0,0,1,1341.0,1558.0,217.0,1449.5
2021,1,0,61,105,0,0,0,3607.0,3607.0,0.0,3607.0
2021,1,0,61,105,0,2,1,3183.0,4109.0,926.0,3646.0
2021,1,0,61,105,0,2,0,7810.0,7916.0,106.0,7863.0
2021,1,0,61,105,0,6,1,1742.0,2088.0,346.0,1915.0
2021,1,0,61,105,0,6,0,2860.0,2860.0,0.0,2860.0
2021,1,0,61,105,0,8,1,603.0,737.0,134.0,670.0
2021,1,0,61,130,0,4,1,1975.0,2917.0,942.0,2446.0
2021,1,0,61,130,0,4,0,4833.0,6741.0,1908.0,5787.0
2021,1,0,61,130,0,5,1,45.0,45.0,0.0,45.0
2021,1,0,61,130,0,0,1,293.0,419.0,126.0,356.0
2021,1,0,61,130,0,0,0,941.0,941.0,0.0,941.0
2021,1,0,61,130,0,2,1,587.0,1220.0,633.0,903.5
2021,1,0,61,130,0,2,0,2771.0,3018.0,247.0,2894.5
2021,1,0,61,130,0,6,1,287.0,682.0,395.0,484.5
2021,1,0,61,130,0,6,0,1475.0,1491.0,16.0,1483.0
2021,1,0,61,130,0,8,1,318.0,361.0,43.0,339.5
2021,1,0,61,130,0,8,0,507.0,507.0,0.0,507.0
2021,1,0,61,148,0,4,1,2932.0,3631.0,699.0,3281.5
2021,1,0,61,148,0,4,0,8481.0,8604.0,123.0,8542.5
2021,1,0,61,148,0,0,1,530.0,545.0,15.0,537.5
2021,1,0,61,148,0,0,0,1304.0,1304.0,0.0,1304.0
2021,1,0,61,148,0,2,1,1300.0,1662.0,362.0,1481.0
2021,1,0,61,148,0,2,0,3412.0,3946.0,534.0,3679.0
2021,1,0,61,148,0,6,1,849.0,971.0,122.0,910.0
2021,1,0,61,148,0,6,0,1895.0,1895.0,0.0,1895.0
2021,1,0,61,148,0,8,1,561.0,563.0,2.0,562.0
2021,1,0,61,155,0,4,1,3969.0,5644.0,1675.0,4806.5
2021,1,0,61,155,0,4,0,9619.0,12371.0,2752.0,10995.0
2021,1,0,61,155,0,0,1,854.0,974.0,120.0,914.0
2021,1,0,61,155,0,0,0,2295.0,2295.0,0.0,2295.0
2021,1,0,61,155,0,2,1,1742.0,2571.0,829.0,2156.5
2021,1,0,61,155,0,2,0,5686.0,5911.0,225.0,5798.5
2021,1,0,61,155,0,6,1,1055.0,1608.0,553.0,1331.5
2021,1,0,61,155,0,6,0,2280.0,2649.0,369.0,2464.5
2021,1,0,61,155,0,8,1,575.0,712.0,137.0,643.5
2021,1,0,61,192,0,4,1,6861.0,8330.0,1469.0,7595.5
2021,1,0,61,192,0,4,0,16216.0,16360.0,144.0,16288.0
2021,1,0,61,192,0,0,1,1500.0,1536.0,36.0,1518.0
2021,1,0,61,192,0,0,0,3858.0,3858.0,0.0,3858.0
2021,1,0,61,192,0,2,1,4262.0,4414.0,152.0,4338.0
2021,1,0,61,192,0,2,0,8165.0,8606.0,441.0,8385.5
2021,1,0,61,192,0,6,1,1900.0,2304.0,404.0,2102.0
2021,1,0,61,192,0,6,0,2907.0,2907.0,0.0,2907.0
2021,1,0,61,252,0,4,1,5036.0,7929.0,2893.0,6482.5
2021,1,0,61,252,0,4,0,13411.0,16642.0,3231.0,15026.5
2021,1,0,61,252,0,0,1,952.0,1284.0,332.0,1118.0
2021,1,0,61,252,0,0,0,2920.0,2920.0,0.0,2920.0
2021,1,0,61,252,0,2,1,2612.0,3456.0,844.0,3034.0
2021,1,0,61,252,0,2,0,7904.0,7996.0,92.0,7950.0
2021,1,0,61,252,0,6,1,1770.0,1924.0,154.0,1847.0
2021,1,0,61,252,0,6,0,3007.0,3099.0,92.0,3053.0
2021,1,0,61,252,0,8,1,862.0,894.0,32.0,878.0
2021,1,0,49,85,0,4,1,2253.0,4436.0,2183.0,3344.5
2021,1,0,49,85,0,4,0,8350.0,9472.0,1122.0,8911.0
2021,1,0,49,85,0,0,1,815.0,962.0,147.0,888.5
2021,1,0,49,85,0,0,0,2332.0,2356.0,24.0,2344.0
2021,1,0,49,85,0,2,1,2011.0,2579.0,568.0,2295.0
2021,1,0,49,85,0,2,0,5455.0,6264.0,809.0,5859.5
2021,1,0,49,85,0,6,1,862.0,1495.0,633.0,1178.5
2021,1,0,49,85,0,6,0,1638.0,1830.0,192.0,1734.0
2021,1,0,49,85,0,8,1,741.0,879.0,138.0,810.0
2021,1,0,49,85,0,8,0,424.0,424.0,0.0,424.0
2021,1,0,49,93,0,4,1,1490.0,2213.0,723.0,1851.5
2021,1,0,49,93,0,4,0,3555.0,5065.0,1510.0,4310.0
2021,1,0,49,93,0,0,1,355.0,430.0,75.0,392.5
2021,1,0,49,93,0,0,0,1328.0,1331.0,3.0,1329.5
2021,1,0,49,93,0,2,1,926.0,1333.0,407.0,1129.5
2021,1,0,49,93,0,2,0,2969.0,3765.0,796.0,3367.0
2021,1,0,49,93,0,6,1,411.0,736.0,325.0,573.5
2021,1,0,49,93,0,6,0,1120.0,1228.0,108.0,1174.0
2021,1,0,49,93,0,8,1,328.0,405.0,77.0,366.5
2021,1,0,49,93,0,8,0,339.0,339.0,0.0,339.0
2021,1,0,49,94,0,4,1,2271.0,3194.0,923.0,2732.5
2021,1,0,49,94,0,4,0,6189.0,7142.0,953.0,6665.5
2021,1,0,49,94,0,0,1,639.0,684.0,45.0,661.5
2021,1,0,49,94,0,0,0,1762.0,1762.0,0.0,1762.0
2021,1,0,49,94,0,2,1,1339.0,1875.0,536.0,1607.0
2021,1,0,49,94,0,2,0,4043.0,4504.0,461.0,4273.5
2021,1,0,49,94,0,6,1,728.0,966.0,238.0,847.0
2021,1,0,49,94,0,6,0,2631.0,2655.0,24.0,2643.0
2021,1,0,49,94,0,8,1,637.0,693.0,56.0,665.0
2021,1,0,49,105,0,4,1,523.0,3607.0,3084.0,2065.0
2021,1,0,49,105,0,4,0,6382.0,8280.0,1898.0,7331.0
2021,1,0,49,105,0,5,1,137.0,137.0,0.0,137.0
2021,1,0,49,105,0,0,1,433.0,668.0,235.0,550.5
2021,1,0,49,105,0,0,0,1337.0,1543.0,206.0,1440.0
2021,1,0,49,105,0,2,1,836.0,1620.0,784.0,1228.0
2021,1,0,49,105,0,2,0,2332.0,4418.0,2086.0,3375.0
2021,1,0,49,105,0,6,1,211.0,727.0,516.0,469.0
2021,1,0,49,105,0,6,0,1564.0,1570.0,6.0,1567.0
2021,1,0,49,105,0,8,1,32.0,130.0,98.0,81.0
2021,1,0,49,105,0,8,0,157.0,209.0,52.0,183.0
2021,1,0,49,130,0,4,1,3.0,99.0,96.0,51.0
2021,1,0,49,130,0,4,0,98.0,432.0,334.0,265.0
2021,1,0,49,130,0,5,1,3.0,3.0,0.0,3.0
2021,1,0,49,130,0,5,0,9.0,9.0,0.0,9.0
2021,1,0,49,130,0,0,1,7.0,30.0,23.0,18.5
2021,1,0,49,130,0,0,0,96.0,105.0,9.0,100.5
2021,1,0,49,130,0,1,1,2.0,2.0,0.0,2.0
2021,1,0,49,130,0,2,1,30.0,83.0,53.0,56.5
2021,1,0,49,130,0,2,0,275.0,340.0,65.0,307.5
2021,1,0,49,130,0,3,1,3.0,3.0,0.0,3.0
2021,1,0,49,130,0,6,1,3.0,33.0,30.0,18.0
2021,1,0,49,130,0,6,0,154.0,185.0,31.0,169.5
2021,1,0,49,130,0,7,1,3.0,3.0,0.0,3.0
2021,1,0,49,130,0,8,1,9.0,17.0,8.0,13.0
