year,round,type,institute,branch,quota,seat_type,gender,open_rank,close_rank,rank_gap,rank_mid,open_rank_t-1,close_rank_t-1,open_rank_t-2,close_rank_t-2,open_rank_mean_last_2,close_rank_mean_last_2,open_rank_std_last_2,close_rank_std_last_2
2023,1,0,47,130,0,8,1,113.0,250.0,137.0,181.5,142.0,204.0,144.0,259.0,127.5,227.0,20.506096654409877,32.526911934581186
2023,1,0,47,160,0,6,1,1622.0,1622.0,0.0,1622.0,1190.0,1190.0,1602.0,1602.0,1406.0,1406.0,305.47012947258855,305.47012947258855
2023,1,0,47,160,0,8,1,767.0,767.0,0.0,767.0,805.0,805.0,833.0,833.0,786.0,786.0,26.870057685088806,26.870057685088806
2023,1,0,47,155,0,4,1,4665.0,6768.0,2103.0,5716.5,4127.0,6257.0,4438.0,5230.0,4396.0,6512.5,380.42344827836257,361.3315651863258
2023,1,0,47,155,0,4,0,10066.0,11718.0,1652.0,10892.0,8358.0,9619.0,8253.0,10520.0,9212.0,10668.5,1207.7383822666231,1484.2171337105633
2023,1,0,47,131,0,0,1,457.0,457.0,0.0,457.0,459.0,459.0,415.0,415.0,458.0,458.0,1.4142135623730951,1.4142135623730951
2023,1,0,47,131,0,2,1,1148.0,1218.0,70.0,1183.0,859.0,1156.0,901.0,961.0,1003.5,1187.0,204.35385976291224,43.840620433565945
2023,1,0,47,131,0,2,0,2763.0,2763.0,0.0,2763.0,2716.0,2716.0,2251.0,2251.0,2739.5,2739.5,33.23401871576773,33.23401871576773
2023,1,0,47,131,0,6,1,512.0,512.0,0.0,512.0,545.0,545.0,265.0,265.0,528.5,528.5,23.33452377915607,23.33452377915607
2023,1,0,47,105,0,6,0,2802.0,2802.0,0.0,2802.0,2464.0,2464.0,3093.0,3110.0,2633.0,2633.0,239.00209204105306,239.00209204105306
2023,1,0,47,105,0,8,1,713.0,852.0,139.0,782.5,677.0,737.0,656.0,698.0,695.0,794.5,25.45584412271571,81.31727983645297
2023,1,0,47,105,0,8,0,1349.0,1349.0,0.0,1349.0,990.0,990.0,909.0,909.0,1169.5,1169.5,253.85133444597056,253.85133444597056
2023,1,0,47,107,0,4,1,9726.0,13350.0,3624.0,11538.0,12316.0,12489.0,10473.0,11262.0,11021.0,12919.5,1831.406563273158,608.8189386016174
2023,1,0,47,160,0,0,1,1085.0,1085.0,0.0,1085.0,1164.0,1164.0,955.0,955.0,1124.5,1124.5,55.86143571373726,55.86143571373726
2023,1,0,47,160,0,2,1,2853.0,2967.0,114.0,2910.0,2606.0,2642.0,2036.0,2353.0,2729.5,2804.5,174.65537495307723,229.80970388562795
2023,1,0,47,107,0,6,1,2142.0,2142.0,0.0,2142.0,2262.0,2262.0,2346.0,2346.0,2202.0,2202.0,84.8528137423857,84.8528137423857
2023,1,0,47,108,0,4,1,13488.0,13718.0,230.0,13603.0,12668.0,12852.0,11065.0,11274.0,13078.0,13285.0,579.827560572969,612.3544725075502
2023,1,0,47,105,0,0,0,3056.0,3056.0,0.0,3056.0,3159.0,3159.0,3536.0,3536.0,3107.5,3107.5,72.8319984622144,72.8319984622144
2023,1,0,47,105,0,2,1,4014.0,4642.0,628.0,4328.0,3997.0,4297.0,3044.0,3846.0,4005.5,4469.5,12.020815280171307,243.9518395093589
2023,1,0,47,105,0,2,0,5905.0,7094.0,1189.0,6499.5,6261.0,7876.0,6138.0,7788.0,6083.0,7485.0,251.7300141024109,552.9575028878802
2023,1,0,47,105,0,6,1,1941.0,2441.0,500.0,2191.0,1729.0,2252.0,1754.0,2199.0,1835.0,2346.5,149.90663761154806,133.64318164425748
2023,1,0,47,252,0,4,0,14914.0,17402.0,2488.0,16158.0,14399.0,15583.0,11522.0,14501.0,14656.5,16492.5,364.15999231107196,1286.22723497833
2023,1,0,47,252,0,0,1,1391.0,1447.0,56.0,1419.0,1140.0,1344.0,1002.0,1224.0,1265.5,1395.5,177.48380207782344,72.8319984622144
2023,1,0,47,252,0,0,0,3021.0,3021.0,0.0,3021.0,2536.0,2536.0,2293.0,3464.0,2778.5,2778.5,342.94678887547553,342.94678887547553
2023,1,0,47,252,0,2,1,2145.0,3555.0,1410.0,2850.0,2925.0,3275.0,2593.0,3114.0,2535.0,3415.0,551.5432893255071,197.9898987322333
2023,1,0,47,171,0,4,1,3088.0,4641.0,1553.0,3864.5,3084.0,4110.0,2918.0,3917.0,3086.0,4375.5,2.8284271247461903,375.47370081005676
2023,1,0,47,171,0,4,0,7181.0,8092.0,911.0,7636.5,5869.0,6675.0,6811.0,7917.0,6525.0,7383.5,927.7240969167503,1001.9703089413379
2023,1,0,47,171,0,0,1,578.0,622.0,44.0,600.0,521.0,631.0,471.0,499.0,549.5,626.5,40.30508652763321,6.363961030678928
2023,1,0,47,254,0,4,1,9486.0,10727.0,1241.0,10106.5,8741.0,9322.0,7809.0,8533.0,9113.5,10024.5,526.794551983978,993.4850275670992
2023,1,0,47,254,0,4,0,18526.0,18526.0,0.0,18526.0,16422.0,16422.0,15815.0,15815.0,17474.0,17474.0,1487.752667616496,1487.752667616496
2023,1,0,47,254,0,0,1,1569.0,1569.0,0.0,1569.0,1606.0,1606.0,1528.0,1528.0,1587.5,1587.5,26.16295090390226,26.16295090390226
2023,1,0,47,171,0,6,0,1079.0,1396.0,317.0,1237.5,1264.0,1386.0,1499.0,1640.0,1171.5,1391.0,130.8147545195113,7.0710678118654755
2023,1,0,47,171,0,8,1,373.0,427.0,54.0,400.0,338.0,390.0,335.0,476.0,355.5,408.5,24.748737341529164,26.16295090390226
2023,1,0,47,171,0,8,0,1021.0,1021.0,0.0,1021.0,853.0,853.0,680.0,680.0,937.0,937.0,118.79393923933998,118.79393923933998
2023,1,0,47,252,0,4,1,5184.0,9027.0,3843.0,7105.5,4245.0,8494.0,6295.0,7586.0,4714.5,8760.5,663.9732675341681,376.8879143724298
2023,1,0,47,130,0,0,1,314.0,345.0,31.0,329.5,283.0,350.0,257.0,292.0,298.5,347.5,21.920310216782973,3.5355339059327378
2023,1,0,47,130,0,0,0,792.0,792.0,0.0,792.0,550.0,550.0,685.0,685.0,671.0,671.0,171.1198410471445,171.1198410471445
2023,1,0,47,130,0,2,1,573.0,1065.0,492.0,819.0,623.0,837.0,443.0,731.0,598.0,951.0,35.35533905932738,161.22034611053283
2023,1,0,47,130,0,2,0,1833.0,2291.0,458.0,2062.0,1208.0,2212.0,1244.0,2120.0,1520.5,2251.5,441.9417382415922,55.86143571373726
2023,1,0,47,252,0,2,0,5430.0,6723.0,1293.0,6076.5,5713.0,6573.0,5627.0,7091.0,5571.5,6648.0,200.11121907579295,106.06601717798213
2023,1,0,47,252,0,6,1,1563.0,2016.0,453.0,1789.5,1132.0,1885.0,1429.0,1760.0,1347.5,1950.5,304.763022691402,92.63098833543772
2023,1,0,47,252,0,6,0,2245.0,2280.0,35.0,2262.5,2505.0,2505.0,2821.0,2821.0,2375.0,2392.5,183.84776310850236,159.0990257669732
2023,1,0,47,252,0,8,1,778.0,827.0,49.0,802.5,532.0,867.0,753.0,869.0,655.0,847.0,173.9482681718907,28.284271247461902
2023,1,0,47,130,0,8,0,466.0,466.0,0.0,466.0,225.0,225.0,462.0,462.0,345.5,345.5,170.41273426595797,170.41273426595797
2023,1,0,47,131,0,4,1,2929.0,3258.0,329.0,3093.5,2821.0,3017.0,2293.0,2710.0,2875.0,3137.5,76.36753236814714,170.41273426595797
2023,1,0,47,131,0,4,0,6040.0,6040.0,0.0,6040.0,5048.0,5048.0,5150.0,5150.0,5544.0,5544.0,701.4499269370551,701.4499269370551
2023,1,0,47,130,0,4,1,1529.0,2806.0,1277.0,2167.5,1702.0,2486.0,1621.0,2176.0,1615.5,2646.0,122.32947314527271,226.27416997969522
2023,1,0,47,130,0,4,0,3423.0,4527.0,1104.0,3975.0,3119.0,4620.0,3221.0,5005.0,3271.0,4573.5,214.96046148071045,65.76093065034893
2023,1,0,47,267,0,4,0,17898.0,19356.0,1458.0,18627.0,18657.0,18693.0,15005.0,19658.0,18277.5,19024.5,536.6940469205896,468.811795926681
2023,1,0,47,267,0,0,1,2100.0,2100.0,0.0,2100.0,1866.0,1866.0,1621.0,1621.0,1983.0,1983.0,165.46298679765212,165.46298679765212
2023,1,0,47,267,0,0,0,3633.0,3633.0,0.0,3633.0,3442.0,3442.0,2977.0,2977.0,3537.5,3537.5,135.0573952066306,135.0573952066306
2023,1,0,47,267,0,2,1,4741.0,5067.0,326.0,4904.0,3845.0,4644.0,4110.0,4664.0,4293.0,4855.5,633.5676759431466,299.10616844190963
2023,1,0,47,255,0,2,0,7807.0,7807.0,0.0,7807.0,7954.0,7954.0,8149.0,8149.0,7880.5,7880.5,103.94469683442249,103.94469683442249
2023,1,0,47,255,0,6,1,2324.0,2324.0,0.0,2324.0,2301.0,2301.0,2047.0,2047.0,2312.5,2312.5,16.263455967290593,16.263455967290593
2023,1,0,47,255,0,8,1,1113.0,1113.0,0.0,1113.0,1026.0,1026.0,933.0,933.0,1069.5,1069.5,61.518289963229634,61.518289963229634
2023,1,0,47,268,0,4,1,13274.0,13942.0,668.0,13608.0,11753.0,12759.0,11359.0,12182.0,12513.5,13350.5,1075.5094141847387,836.5073221436858
2023,1,0,47,268,0,4,0,21641.0,21641.0,0.0,21641.0,14070.0,14070.0,20283.0,20283.0,17855.5,17855.5,5353.505440363351,5353.505440363351
2023,1,0,47,268,0,0,1,2236.0,2240.0,4.0,2238.0,1874.0,1874.0,2002.0,2002.0,2055.0,2057.0,255.9726547895302,258.8010819142764
2023,1,0,47,257,0,6,1,2301.0,2301.0,0.0,2301.0,2172.0,2172.0,2000.0,2033.0,2236.5,2236.5,91.21677477306463,91.21677477306463
2023,1,0,47,267,0,4,1,9175.0,13394.0,4219.0,11284.5,9407.0,12271.0,7605.0,10824.0,9291.0,12832.5,164.04877323527901,794.0809152724929
2023,1,0,47,155,0,6,1,1242.0,1554.0,312.0,1398.0,1137.0,1428.0,1061.0,1375.0,1189.5,1491.0,74.24621202458749,89.09545442950498
2023,1,0,47,155,0,6,0,1419.0,1419.0,0.0,1419.0,1877.0,1941.0,1348.0,1833.0,1648.0,1680.0,323.85490578343877,369.10973977937783
2023,1,0,47,155,0,8,1,511.0,599.0,88.0,555.0,590.0,649.0,539.0,655.0,550.5,624.0,55.86143571373726,35.35533905932738
2023,1,0,47,155,0,8,0,1022.0,1022.0,0.0,1022.0,1052.0,1052.0,999.0,999.0,1037.0,1037.0,21.213203435596427,21.213203435596427
2023,1,0,47,267,0,2,0,7041.0,7041.0,0.0,7041.0,7466.0,7466.0,8033.0,8033.0,7253.5,7253.5,300.5203820042827,300.5203820042827
2023,1,0,47,267,0,6,1,1996.0,2743.0,747.0,2369.5,2021.0,2400.0,2338.0,2465.0,2008.5,2571.5,17.67766952966369,242.5376259469858
2023,1,0,47,171,0,0,0,1369.0,1369.0,0.0,1369.0,959.0,959.0,1101.0,1101.0,1164.0,1164.0,289.9137802864845,289.9137802864845
2023,1,0,47,171,0,2,1,1407.0,1951.0,544.0,1679.0,1146.0,1536.0,1085.0,1458.0,1276.5,1743.5,184.55486988968892,293.4493141924172
2023,1,0,47,171,0,2,0,2392.0,2405.0,13.0,2398.5,2826.0,3246.0,3079.0,3173.0,2609.0,2825.5,306.8843430349616,594.6768029778865
2023,1,0,47,171,0,6,1,726.0,964.0,238.0,845.0,876.0,1087.0,762.0,1021.0,801.0,1025.5,106.06601717798213,86.97413408594535
2023,1,0,47,155,0,0,1,933.0,1055.0,122.0,994.0,768.0,1029.0,587.0,851.0,850.5,1042.0,116.67261889578035,18.384776310850235
2023,1,0,47,155,0,0,0,1880.0,1880.0,0.0,1880.0,1253.0,1253.0,1648.0,1648.0,1566.5,1566.5,443.3559518039653,443.3559518039653
2023,1,0,47,155,0,2,1,2019.0,2574.0,555.0,2296.5,1884.0,2308.0,1721.0,2146.0,1951.5,2441.0,95.45941546018392,188.09040379562165
2023,1,0,47,155,0,2,0,3404.0,4907.0,1503.0,4155.5,4126.0,4343.0,4548.0,5064.0,3765.0,4625.0,510.5310960166873,398.8082245892128
2023,1,0,48,67,0,6,1,245.0,570.0,325.0,407.5,548.0,742.0,644.0,702.0,396.5,656.0,214.2533546995239,121.62236636408618
2023,1,0,48,67,0,6,0,2249.0,2249.0,0.0,2249.0,2391.0,2391.0,2056.0,2056.0,2320.0,2320.0,100.40916292848975,100.40916292848975
2023,1,0,48,67,0,8,1,579.0,579.0,0.0,579.0,427.0,427.0,85.0,85.0,503.0,503.0,107.48023074035522,107.48023074035522
2023,1,0,48,93,0,4,1,1509.0,2605.0,1096.0,2057.0,1420.0,2081.0,1266.0,2109.0,1464.5,2343.0,62.932503525602726,370.5239533417509
2023,1,0,48,4,0,0,0,1172.0,1241.0,69.0,1206.5,1145.0,1220.0,931.0,1501.0,1158.5,1230.5,19.091883092036785,14.849242404917497
2023,1,0,48,4,0,2,1,531.0,1499.0,968.0,1015.0,698.0,1159.0,389.0,1123.0,614.5,1329.0,118.08683245815344,240.41630560342617
2023,1,0,48,4,0,2,0,1692.0,3668.0,1976.0,2680.0,2993.0,3327.0,1618.0,2505.0,2342.5,3497.5,919.9459223236984,241.1234123846127
2023,1,0,48,4,0,6,1,59.0,873.0,814.0,466.0,275.0,636.0,129.0,579.0,167.0,754.5,152.73506473629428,167.58430714121175
2023,1,0,48,93,0,0,0,1465.0,1647.0,182.0,1556.0,934.0,1102.0,1258.0,1321.0,1199.5,1374.5,375.47370081005676,385.3731957466684
2023,1,0,48,93,0,2,1,542.0,1368.0,826.0,955.0,683.0,1160.0,818.0,1317.0,612.5,1264.0,99.7020561473032,147.07821048680188
2023,1,0,48,93,0,2,0,1961.0,3304.0,1343.0,2632.5,2395.0,3567.0,2730.0,3546.0,2178.0,3435.5,306.8843430349616,185.969083452062
2023,1,0,48,67,0,4,0,2702.0,3173.0,471.0,2937.5,1248.0,3895.0,3996.0,5037.0,1975.0,3534.0,1028.13325984524,510.5310960166873
2023,1,0,48,67,0,0,1,394.0,652.0,258.0,523.0,372.0,564.0,424.0,451.0,383.0,608.0,15.556349186104045,62.22539674441618
2023,1,0,48,67,0,2,1,1069.0,1757.0,688.0,1413.0,1148.0,1789.0,1379.0,1610.0,1108.5,1773.0,55.86143571373726,22.627416997969522
2023,1,0,48,67,0,2,0,2823.0,2823.0,0.0,2823.0,1924.0,1924.0,3699.0,3699.0,2373.5,2373.5,635.6889962867062,635.6889962867062
2023,1,0,47,255,0,4,1,9837.0,11185.0,1348.0,10511.0,8812.0,9727.0,8681.0,8990.0,9324.5,10456.0,724.7844507162113,1030.9616869699862
2023,1,0,47,255,0,4,0,18995.0,18995.0,0.0,18995.0,19088.0,19088.0,18052.0,18052.0,19041.5,19041.5,65.76093065034893,65.76093065034893
2023,1,0,47,255,0,0,1,1656.0,1656.0,0.0,1656.0,1482.0,1482.0,1315.0,1537.0,1569.0,1569.0,123.03657992645927,123.03657992645927
2023,1,0,47,255,0,2,1,3966.0,4143.0,177.0,4054.5,3776.0,4012.0,3586.0,3664.0,3871.0,4077.5,134.35028842544403,92.63098833543772
2023,1,0,48,93,0,4,0,3069.0,5161.0,2092.0,4115.0,2571.0,4591.0,2719.0,4709.0,2820.0,4876.0,352.13917703090067,403.0508652763321
2023,1,0,48,93,0,5,1,143.0,179.0,36.0,161.0,94.0,137.0,88.0,164.0,118.5,158.0,34.64823227814083,29.698484809834994
2023,1,0,48,93,0,0,1,385.0,491.0,106.0,438.0,337.0,440.0,320.0,413.0,361.0,465.5,33.94112549695428,36.062445840513924
2023,1,0,47,257,0,4,1,10450.0,11293.0,843.0,10871.5,9634.0,9963.0,7941.0,9141.0,10042.0,10628.0,576.9991334482228,940.4520189781082
2023,1,0,47,257,0,4,0,18777.0,18777.0,0.0,18777.0,17940.0,17940.0,17604.0,17604.0,18358.5,18358.5,591.8483758531403,591.8483758531403
2023,1,0,47,257,0,0,1,1677.0,1786.0,109.0,1731.5,1492.0,1724.0,1562.0,1650.0,1584.5,1755.0,130.8147545195113,43.840620433565945
2023,1,0,47,257,0,2,1,4181.0,4222.0,41.0,4201.5,3622.0,4064.0,3129.0,3585.0,3901.5,4143.0,395.2726906832801,111.72287142747452
2023,1,0,47,254,0,2,1,3775.0,3879.0,104.0,3827.0,3310.0,3658.0,3163.0,3583.0,3542.5,3768.5,328.8046532517446,156.27059864222701
2023,1,0,47,254,0,2,0,7637.0,7637.0,0.0,7637.0,8144.0,8144.0,7717.0,7717.0,7890.5,7890.5,358.5031380615796,358.5031380615796
2023,1,0,47,254,0,6,1,2031.0,2154.0,123.0,2092.5,1983.0,2036.0,1799.0,1826.0,2007.0,2095.0,33.94112549695428,83.43860018001261
2023,1,0,47,254,0,8,1,933.0,1194.0,261.0,1063.5,957.0,957.0,915.0,915.0,945.0,1075.5,16.97056274847714,167.58430714121175
2023,1,0,48,105,0,6,1,550.0,1050.0,500.0,800.0,253.0,846.0,272.0,875.0,401.5,948.0,210.0107140124046,144.2497833620557
2023,1,0,48,105,0,6,0,1478.0,1796.0,318.0,1637.0,1193.0,1817.0,975.0,1547.0,1335.5,1806.5,201.52543263816605,14.849242404917497
2023,1,0,48,105,0,8,1,217.0,335.0,118.0,276.0,72.0,257.0,40.0,149.0,144.5,296.0,102.5304832720494,55.154328932550705
2023,1,0,48,105,0,8,0,336.0,770.0,434.0,553.0,526.0,612.0,142.0,617.0,431.0,691.0,134.35028842544403,111.72287142747452
2023,1,0,48,101,0,2,1,2722.0,3917.0,1195.0,3319.5,2261.0,3028.0,2248.0,3156.0,2491.5,3472.5,325.9762261269984,628.6179284748407
2023,1,0,48,101,0,2,0,6818.0,6843.0,25.0,6830.5,6306.0,6728.0,5070.0,5966.0,6562.0,6785.5,362.03867196751236,81.31727983645297
2023,1,0,48,101,0,6,1,1610.0,2087.0,477.0,1848.5,1161.0,1623.0,1255.0,2046.0,1385.5,1855.0,317.49094475275984,328.09754647055803
2023,1,0,48,101,0,6,0,2890.0,2890.0,0.0,2890.0,2399.0,2399.0,2570.0,2570.0,2644.5,2644.5,347.18942956259485,347.18942956259485
2023,1,0,48,130,0,0,1,6.0,20.0,14.0,13.0,5.0,18.0,4.0,19.0,5.5,19.0,0.7071067811865476,1.4142135623730951
2023,1,0,48,130,0,0,0,29.0,74.0,45.0,51.5,33.0,51.0,52.0,62.0,31.0,62.5,2.8284271247461903,16.263455967290593
2023,1,0,48,130,0,1,1,2.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0
2023,1,0,48,130,0,2,1,10.0,58.0,48.0,34.0,9.0,51.0,5.0,50.0,9.5,54.5,0.7071067811865476,4.949747468305833
2023,1,0,48,105,0,0,1,507.0,787.0,280.0,647.0,441.0,678.0,359.0,652.0,474.0,732.5,46.66904755831214,77.07463914933368
2023,1,0,48,105,0,0,0,1033.0,2118.0,1085.0,1575.5,1325.0,1524.0,1451.0,1775.0,1179.0,1821.0,206.47518010647187,420.0214280248092
2023,1,0,48,105,0,2,1,1078.0,1884.0,806.0,1481.0,991.0,1588.0,759.0,1623.0,1034.5,1736.0,61.518289963229634,209.30360723121808
2023,1,0,48,105,0,2,0,1854.0,4110.0,2256.0,2982.0,2559.0,3988.0,2814.0,3910.0,2206.5,4049.0,498.510280736516,86.2670273047588
2023,1,0,48,4,0,4,0,2697.0,4628.0,1931.0,3662.5,485.0,3968.0,702.0,4419.0,1591.0,4298.0,1564.120199984643,466.6904755831214
2023,1,0,48,4,0,5,1,49.0,49.0,0.0,49.0,164.0,164.0,7.0,7.0,106.5,106.5,81.31727983645297,81.31727983645297
2023,1,0,48,4,0,0,1,449.0,614.0,165.0,531.5,236.0,493.0,342.0,470.0,342.5,553.5,150.61374439273462,85.55992052357225
2023,1,0,48,130,0,4,1,1.0,66.0,65.0,33.5,1.0,60.0,1.0,66.0,1.0,63.0,0.0,4.242640687119285
2023,1,0,48,130,0,4,0,56.0,291.0,235.0,173.5,16.0,305.0,107.0,361.0,36.0,298.0,28.284271247461902,9.899494936611665
2023,1,0,48,130,0,5,1,3.0,5.0,2.0,4.0,2.0,5.0,4.0,8.0,2.5,5.0,0.7071067811865476,0.0
2023,1,0,48,4,0,6,0,1156.0,1541.0,385.0,1348.5,470.0,1141.0,136.0,395.0,813.0,1341.0,485.0752518939716,282.842712474619
2023,1,0,48,4,0,8,1,227.0,418.0,191.0,322.5,234.0,391.0,305.0,504.0,230.5,404.5,4.949747468305833,19.091883092036785
2023,1,0,48,4,0,8,0,365.0,365.0,0.0,365.0,231.0,231.0,887.0,887.0,298.0,298.0,94.75230867899737,94.75230867899737
2023,1,0,48,67,0,4,1,1059.0,1567.0,508.0,1313.0,552.0,1557.0,198.0,1602.0,805.5,1562.0,358.5031380615796,7.0710678118654755
2023,1,0,47,268,0,2,1,5240.0,5263.0,23.0,5251.5,4865.0,4891.0,4773.0,4785.0,5052.5,5077.0,265.1650429449553,263.0437226013957
2023,1,0,47,268,0,6,1,2901.0,2910.0,9.0,2905.5,1624.0,1624.0,2520.0,2520.0,2262.5,2267.0,902.9753595752212,909.3393206059001
2023,1,0,48,4,0,4,1,772.0,2568.0,1796.0,1670.0,577.0,2119.0,123.0,2003.0,674.5,2343.5,137.88582233137677,317.49094475275984
2023,1,0,48,155,0,4,1,142.0,463.0,321.0,302.5,103.0,369.0,95.0,420.0,122.5,416.0,27.577164466275352,66.46803743153546
2023,1,0,48,155,0,4,0,573.0,1286.0,713.0,929.5,1065.0,1283.0,454.0,916.0,819.0,1284.5,347.8965363437814,2.1213203435596424
2023,1,0,48,155,0,5,1,32.0,32.0,0.0,32.0,38.0,38.0,52.0,52.0,35.0,35.0,4.242640687119285,4.242640687119285
2023,1,0,48,155,0,5,0,80.0,80.0,0.0,80.0,158.0,158.0,106.0,106.0,119.0,119.0,55.154328932550705,55.154328932550705
2023,1,0,48,130,0,9,1,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.5,1.5,0.7071067811865476,0.7071067811865476
2023,1,0,48,153,0,4,1,1370.0,2102.0,732.0,1736.0,1577.0,2107.0,749.0,1910.0,1473.5,2104.5,146.37110370561533,3.5355339059327378
2023,1,0,48,153,0,4,0,2715.0,5963.0,3248.0,4339.0,3238.0,3551.0,3093.0,4431.0,2976.5,4757.0,369.81684656056433,1705.5415562219525
2023,1,0,48,153,0,5,1,152.0,152.0,0.0,152.0,61.0,61.0,13.0,13.0,106.5,106.5,64.34671708797582,64.34671708797582
2023,1,0,48,155,0,3,1,23.0,23.0,0.0,23.0,28.0,28.0,16.0,16.0,25.5,25.5,3.5355339059327378,3.5355339059327378
2023,1,0,48,155,0,6,1,101.0,191.0,90.0,146.0,35.0,133.0,51.0,128.0,68.0,162.0,46.66904755831214,41.012193308819754
2023,1,0,48,155,0,6,0,323.0,577.0,254.0,450.0,61.0,534.0,332.0,642.0,192.0,555.5,185.26197667087544,30.405591591021544
2023,1,0,48,155,0,8,1,34.0,90.0,56.0,62.0,28.0,100.0,23.0,80.0,31.0,95.0,4.242640687119285,7.0710678118654755
2023,1,0,48,153,0,6,1,259.0,811.0,552.0,535.0,559.0,882.0,472.0,894.0,409.0,846.5,212.13203435596427,50.204581464244875
2023,1,0,48,153,0,6,0,1654.0,1654.0,0.0,1654.0,1215.0,1215.0,1182.0,1182.0,1434.5,1434.5,310.41987694089437,310.41987694089437
2023,1,0,48,153,0,8,1,434.0,437.0,3.0,435.5,274.0,436.0,404.0,493.0,354.0,436.5,113.13708498984761,0.7071067811865476
2023,1,0,48,153,0,8,0,480.0,480.0,0.0,480.0,1102.0,1102.0,277.0,277.0,791.0,791.0,439.8204178980326,439.8204178980326
2023,1,0,48,101,0,4,1,5243.0,7253.0,2010.0,6248.0,1664.0,5323.0,4173.0,5764.0,3453.5,6288.0,2530.7351698666535,1364.7160876900368
2023,1,0,48,101,0,4,0,5019.0,12821.0,7802.0,8920.0,10036.0,10957.0,10843.0,11155.0,7527.5,11889.0,3547.554721212909,1318.0470401317245
2023,1,0,48,101,0,0,1,1216.0,1281.0,65.0,1248.5,1001.0,1165.0,1100.0,1147.0,1108.5,1223.0,152.02795795510772,82.02438661763951
2023,1,0,48,101,0,0,0,2924.0,2924.0,0.0,2924.0,1968.0,1968.0,2638.0,2638.0,2446.0,2446.0,675.9940828143394,675.9940828143394
2023,1,0,48,155,0,0,1,62.0,133.0,71.0,97.5,64.0,114.0,39.0,117.0,63.0,123.5,1.4142135623730951,13.435028842544403
