
Joint Seat Allocation Authority 2025
IITs, NITs, IIEST, IIITs and Other-GFTIs for the Academic Year 2025-26

 Home
 CSC Login
Opening and Closing Ranks
Round No

6
Institute Type

ALL
Institute Name

ALL
Academic Program

ALL
Seat Type / Category

ALL
Opening/Closing Ranks for Open Seats represent CRL. Opening/Closing Ranks for EWS, OBC-NCL, SC and ST Seats represent respective Category Ranks. Opening/Closing Ranks for PwD Seats represent PwD Ranks within Respective Categories.

If the Closing/Opening rank has a suffix 'P', it indicates that the corresponding rank is from Preparatory Rank List.

Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
Indian Institute of Technology Jodhpur	Physics with Specialization (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1482	1521
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	1973	3805
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	6160	9292
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	130	130
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	659	830
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1703	1703
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1346	1889
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3717	4594
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	112	1090
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1471	1968
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	572	623
Indian Institute of Technology Kanpur	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1095	1095
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	3559	7105
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	10629	14717
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	64P	64P
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1211	1315
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2788	2788
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	3150	3458
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5899	7359
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1763	2229
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2830	3276
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	866	1079
Indian Institute of Technology Kanpur	Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1564	1564
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	2785	4280
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	7856	8902
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	604	731
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1605	1724
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1300	1976
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	4038	4961
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	816	1173
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1814	2087
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	516	718
Indian Institute of Technology Kanpur	Chemical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1188	1256
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	8553	10482
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	11132	18410
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1809	1910
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	3594	3594
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3621	4632
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	6920	8526
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	2455	2835
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	3404	3628
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1272	1470
Indian Institute of Technology Kanpur	Chemistry (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	2025	2025
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4361	6161
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	9442	13558
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	81P	81P
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	915	1071
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1822	2219
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1966	2651
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	4877	5823
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	839	1598
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2473	2700
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	306	510
Indian Institute of Technology Kanpur	Civil Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	595	659
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	147	271
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	507	1109
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	5	15
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	35	35
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	35	50
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	187	199
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	6	6
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	88	142
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	568	706
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	9	9
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	48	70
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	274	378
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	SC (PwD)	Gender-Neutral	4	4
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	32	46
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	93	122
Indian Institute of Technology Kanpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	AI	ST (PwD)	Gender-Neutral	3	3
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	8158	10108
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	17777	20264
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1468	1850
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	3119	3119
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3854	4786
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	8106	8187
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	2289	2541
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	3286	3286
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1365	1487
Indian Institute of Technology Kanpur	Earth Sciences (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1977	1977
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	2625	3310
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	3719	5472
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	OPEN (PwD)	Gender-Neutral	256P	256P
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	601	689
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	1411	1411
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	1325	1969
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	3843	4805
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	951	1305
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	2457	2463
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	686	709
Indian Institute of Technology Kanpur	Economics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1383	1383
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	798	1146
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	2222	4142
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	31	105
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	109	109
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	149	234
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	589	648
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	EWS (PwD)	Gender-Neutral	39	39
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	280	724
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	1654	2378
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	49	58
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	79	430
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	952	1249
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	60	199
Indian Institute of Technology Kanpur	Electrical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	405	491
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4862	6337
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	9394	13556
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	956	1232
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2248	2391
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2539	3047
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5978	6716
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1754	1922
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2917	3011
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	903	1029
Indian Institute of Technology Kanpur	Materials Science and Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1602	1602
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	593	1179
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	3219	4094
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OPEN (PwD)	Gender-Neutral	236	236
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	173	251
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	476	476
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	359	670
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	1947	2415
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	OBC-NCL (PwD)	Gender-Neutral	20P	20P
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	155	505
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	956	962
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	163	249
Indian Institute of Technology Kanpur	Mathematics and Scientific Computing (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	481	481
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	1589	2771
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	5199	7379
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	187	28P
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Female-only (including Supernumerary)	144P	144P
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	371	550
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1387	1587
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	1059	1358
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	3484	4172
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	70P	70P
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	526	798
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1514	1982
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	395	509
Indian Institute of Technology Kanpur	Mechanical Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	1080	1168
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	3255	5691
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	15543	17413
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1436	1637
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	2929	2929
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3012	3829
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	7155	8002
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	887	2182
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	2853	2853
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	1320	1389
Indian Institute of Technology Kanpur	Physics (4 Years, Bachelor of Science)	AI	ST	Female-only (including Supernumerary)	1738	1738
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	878	1270
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	2677	3966
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	209	232
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	693	693
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	638	704
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	1714	1871
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	SC	Gender-Neutral	403	464
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	SC	Female-only (including Supernumerary)	1504	1504
Indian Institute of Technology Kanpur	Statistics and Data Science (4 Years, Bachelor of Science)	AI	ST	Gender-Neutral	212	238
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	662	3211
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	4535	5512
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	102P	102P
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	493	645
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	1365	1365
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	968	1508
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	1543	2517
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	59P	59P
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	287	830
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	1271	1421
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	389	540
Indian Institute of Technology Madras	Aerospace Engineering (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	417	417
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OPEN	Gender-Neutral	2304	2808
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OPEN	Female-only (including Supernumerary)	16	16
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	EWS	Gender-Neutral	929	929
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL	Gender-Neutral	785	1472
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	OBC-NCL	Female-only (including Supernumerary)	3023	3023
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	SC	Gender-Neutral	115	115
Indian Institute of Technology Madras	Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))	AI	ST	Gender-Neutral	536	536
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	102	306
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	778	1140
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	30	30
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	36	65
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	145	145
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	98	165
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	500	611
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	OBC-NCL (PwD)	Gender-Neutral	16	16
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	15	113
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	359	359
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	5	44
Indian Institute of Technology Madras	Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)	AI	ST	Female-only (including Supernumerary)	112	112
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Gender-Neutral	4097	5261
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	OPEN	Female-only (including Supernumerary)	7509	8978
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	OPEN (PwD)	Gender-Neutral	335P	335P
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	EWS	Gender-Neutral	1374	1383
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	EWS	Female-only (including Supernumerary)	2344	2344
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Gender-Neutral	2709	3160
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	OBC-NCL	Female-only (including Supernumerary)	5286	5286
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	SC	Gender-Neutral	1474	1832
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	SC	Female-only (including Supernumerary)	2186	2186
Indian Institute of Technology Madras	Biological Engineering (4 Years, Bachelor of Technology)	AI	ST	Gender-Neutral	829	1076
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	OPEN	Gender-Neutral	3268	10290
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	OPEN	Female-only (including Supernumerary)	8718	15727
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	OPEN (PwD)	Gender-Neutral	272P	272P
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	EWS	Gender-Neutral	1667	1731
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	EWS	Female-only (including Supernumerary)	2875	2875
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	OBC-NCL	Gender-Neutral	3669	4374
Indian Institute of Technology Madras	Biological Science (4 Years, Bachelor of Science)	AI	OBC-NCL	Female-only (including Supernumerary)	6299	6299
